type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;C1;;bewilligen;accorder, allouer;to grant, to approve;Der Rat bewilligt die Mittel für zwei Jahre.;Le conseil accorde les moyens pour deux ans.;The council grants the funds for two years.
verbe;C1;;verweigern;refuser (de donner);to refuse, to deny;Er verweigert die Aussage.;Il refuse de témoigner.;He refuses to testify.
verbe;C1;;dulden;tolérer, souffrir;to tolerate, to put up with;Die Sache duldet keinen Aufschub.;L'affaire ne souffre aucun report.;The matter brooks no delay.
verbe;C1;;billigen;approuver, donner son aval;to approve of, to sanction;Der Ausschuss billigt den Entwurf.;La commission approuve le projet.;The committee approves the draft.
verbe;C1;;missbilligen;désapprouver;to disapprove of;Der Vorstand missbilligt dieses Vorgehen.;Le comité désapprouve cette manière de faire.;The board disapproves of this course of action.
verbe;C1;;ahnden;sanctionner, réprimer;to penalize, to punish;Verstöße werden mit einem Bußgeld geahndet.;Les infractions sont sanctionnées par une amende.;Violations are penalized with a fine.
verbe;C1;;sanktionieren;sanctionner;to sanction, to penalize;Die Liga sanktioniert das Foul mit einer Sperre.;La ligue sanctionne la faute par une suspension.;The league sanctions the foul with a ban.
verbe;C1;;auszeichnen;distinguer, récompenser;to award, to distinguish;Die Stadt zeichnet jedes Jahr drei Projekte aus.;La ville récompense chaque année trois projets.;The city gives awards to three projects a year.
verbe;C1;;würdigen;saluer, rendre hommage à;to acknowledge, to pay tribute to;Der Nachruf würdigt vor allem ihre Beharrlichkeit.;La nécrologie salue avant tout sa ténacité.;The obituary pays tribute above all to her tenacity.
verbe;C1;;sich anbahnen;amorcer, s'esquisser;"to initiate; to be in the offing";Da bahnt sich eine Lösung an.;Une solution s'esquisse là.;A solution is in the offing there.
verbe;C1;;bevorstehen;être imminent;to lie ahead, to be imminent;Uns steht ein schwieriger Winter bevor.;Un hiver difficile nous attend.;A difficult winter lies ahead of us.
verbe;C1;;heraufziehen;s'annoncer (orage, crise);to gather, to loom;Im Westen zieht ein Gewitter herauf.;À l'ouest, un orage s'annonce.;A storm is gathering in the west.
verbe;C1;;abflauen;faiblir, retomber;to ease off, to die down;Der Wind flaut gegen Abend ab.;Le vent faiblit vers le soir.;The wind eases off towards evening.
verbe;C1;;abtasten;palper, tâter, explorer;to feel out, to scan;In der ersten Runde tasten sich beide ab.;Au premier round, les deux se tâtent.;In the first round both feel each other out.
verbe;C1;;hochfahren;monter en puissance, démarrer;to ramp up, to boot;Die Produktion wird schrittweise hochgefahren.;La production monte en puissance progressivement.;Production is being ramped up gradually.
verbe;C1;;zufallen;revenir à, échoir;to fall to, to go to;Diese Rolle fällt meist den Jüngsten zu.;Ce rôle échoit le plus souvent aux plus jeunes.;This role usually falls to the youngest.
verbe;C1;;bezuschussen;subventionner;to subsidize;Das Land bezuschusst den Umbau zur Hälfte.;Le Land subventionne les travaux pour moitié.;The state subsidizes half of the conversion.
verbe;C1;;unterwandern;noyauter, infiltrer;to infiltrate;Die Ausnahmen unterwandern die Regel.;Les exceptions minent la règle.;The exceptions undermine the rule.
verbe;C1;;ausschmücken;enjoliver, broder;to embellish;Er schmückt jede Geschichte aus.;Il enjolive chaque histoire.;He embellishes every story.
verbe;C1;;anzweifeln;mettre en doute;to cast doubt on, to question;Niemand zweifelt seine Kompetenz an.;Personne ne met en doute sa compétence.;Nobody questions his competence.
verbe;C1;;erhärten;corroborer, confirmer;to substantiate, to harden;Neue Funde erhärten den Verdacht.;De nouvelles découvertes corroborent le soupçon.;New findings substantiate the suspicion.
verbe;C1;;hervorbringen;produire, engendrer;to produce, to bring forth;Die Region bringt seit je gute Winzer hervor.;La région produit depuis toujours de bons vignerons.;The region has always produced good winemakers.
verbe;C1;;zeitigen;produire (un résultat);to yield, to produce;Die Maßnahme zeitigt erste Erfolge.;La mesure produit ses premiers succès.;The measure is yielding its first successes.
verbe;C1;;durchschlagen;se répercuter, se faire sentir;to feed through, to show through;Höhere Löhne schlagen auf die Preise durch.;Des salaires plus élevés se répercutent sur les prix.;Higher wages feed through to prices.
verbe;C1;;abfärben;déteindre (au propre et au figuré);to rub off on;Seine Gelassenheit färbt auf das ganze Team ab.;Son calme déteint sur toute l'équipe.;His calm rubs off on the whole team.
verbe;C1;;übergreifen;s'étendre, gagner;to spread to;Das Feuer greift auf den Nachbarhof über.;Le feu gagne la ferme voisine.;The fire spreads to the neighbouring farm.
verbe;C1;;ausstrahlen;rayonner, diffuser;"to radiate; to broadcast";Sie strahlt eine große Ruhe aus.;Elle dégage un grand calme.;She radiates great calm.
verbe;C1;;festschreiben;inscrire, graver dans un texte;to enshrine, to fix;Der Vertrag schreibt den Preis für zwei Jahre fest.;Le contrat fixe le prix pour deux ans.;The contract fixes the price for two years.
verbe;C1;;zementieren;figer, bétonner;to cement, to entrench;Die Reform zementiert die alten Verhältnisse.;La réforme fige les anciens rapports.;The reform entrenches the old arrangements.
verbe;C1;;aufweichen;assouplir, amollir;to soften, to water down;Die Ausnahmen weichen die Regel auf.;Les exceptions assouplissent la règle.;The exceptions water the rule down.
verbe;C1;;lockern;assouplir, desserrer;to loosen, to relax;Ab Mai lockert das Land die Regeln.;À partir de mai, le pays assouplit les règles.;From May the country relaxes the rules.
verbe;C1;;nachjustieren;réajuster;to readjust, to fine-tune;Nach dem Test justieren wir nach.;Après le test, nous réajustons.;After the test we fine-tune.
verbe;C1;;nachbessern;corriger, reprendre;to rectify, to touch up;Der Handwerker muss kostenlos nachbessern.;L'artisan doit reprendre le travail gratuitement.;The tradesman has to rectify it free of charge.
verbe;C1;;fälschen;falsifier, contrefaire;to forge, to falsify;Er fälscht die Unterschrift seines Vaters.;Il falsifie la signature de son père.;He forges his father's signature.
verbe;C1;;tarnen;camoufler, masquer;to camouflage, to disguise;Die Gebühr tarnt sich als Servicepauschale.;La taxe se camoufle en forfait de service.;The fee is disguised as a service charge.
verbe;C1;;bohren;"insister lourdement ; percer";"to press, to keep digging; to drill";Sie bohrt so lange, bis er antwortet.;Elle insiste jusqu'à ce qu'il réponde.;She keeps pressing until he answers.
verbe;C1;;abklopfen;sonder, passer en revue;to test, to sound out;Wir klopfen jede Annahme einzeln ab.;Nous sondons chaque hypothèse une à une.;We test every assumption one by one.
verbe;C1;;überhandnehmen;prendre le dessus, proliférer;to get out of hand, to become rampant;Die Beschwerden nehmen überhand.;Les plaintes prennent le dessus.;The complaints are getting out of hand.
verbe;C1;;einreißen;"s'installer (une mauvaise habitude) ; démolir";"to creep in; to tear down";Diese Nachlässigkeit reißt langsam ein.;Cette négligence s'installe peu à peu.;This carelessness is slowly creeping in.
verbe;C1;;abebben;refluer, retomber;to ebb away, to subside;Die Empörung ebbt nach drei Tagen ab.;L'indignation retombe au bout de trois jours.;The outrage subsides after three days.
verbe;C1;;nachziehen;emboîter le pas, suivre;to follow suit;Wenn einer die Preise senkt, ziehen alle nach.;Si l'un baisse ses prix, tous emboîtent le pas.;If one cuts prices, all follow suit.
verbe;C1;;gleichziehen;revenir à égalité, rattraper;to draw level, to catch up;Kurz vor Schluss zieht die Mannschaft gleich.;Peu avant la fin, l'équipe revient à égalité.;Shortly before the end the team draws level.
verbe;C1;;aufholen;combler un retard;to catch up, to make up ground;Er holt zwei Sekunden pro Runde auf.;Il reprend deux secondes par tour.;He gains two seconds a lap.
verbe;C1;;zurückfallen;décrocher, retomber;to fall back, to slip behind;Ohne Investitionen fällt die Region zurück.;Sans investissements, la région décroche.;Without investment the region falls behind.
verbe;C1;;dominieren;dominer;to dominate;Zwei Anbieter dominieren den Markt.;Deux fournisseurs dominent le marché.;Two providers dominate the market.
verbe;C1;;ablösen;remplacer, relayer;to replace, to relieve;Um zwei Uhr löst sie den Kollegen ab.;À deux heures, elle relaie le collègue.;At two she relieves her colleague.
verbe;C1;;nachfolgen;succéder à;to succeed, to follow;Wer folgt ihr im Amt nach?;Qui lui succède à ce poste ?;Who succeeds her in office?
verbe;C1;;beerben;hériter de, prendre la succession de;to inherit from, to succeed;Die Tochter beerbt den Betrieb.;La fille hérite de l'entreprise.;The daughter inherits the business.
verbe;C1;;fortdauern;persister, se prolonger;to continue, to persist;Der Streit dauert seit Jahren fort.;Le conflit persiste depuis des années.;The dispute has persisted for years.
verbe;C1;;fortbestehen;subsister, continuer d'exister;to continue to exist, to remain;Die Regel besteht bis heute fort.;La règle subsiste jusqu'à aujourd'hui.;The rule remains in force to this day.
verbe;C1;;überdauern;survivre à, traverser le temps;to outlast, to survive;Der Bau überdauert alle seine Erbauer.;L'édifice survit à tous ses bâtisseurs.;The building outlasts all its builders.
verbe;C1;;fortführen;poursuivre, reprendre le flambeau;to carry on, to continue;Sie führt die Praxis ihres Vaters fort.;Elle poursuit le cabinet de son père.;She carries on her father's practice.
verbe;C1;;wiederaufnehmen;reprendre (une activité, un dossier);to resume, to reopen;Das Gericht nimmt das Verfahren wieder auf.;Le tribunal rouvre la procédure.;The court reopens the proceedings.
verbe;C1;;ruhen;être suspendu, reposer;"to be suspended; to rest";Das Verfahren ruht bis zum Gutachten.;La procédure est suspendue jusqu'à l'expertise.;The proceedings are suspended pending the report.
verbe;C1;;naheliegen;aller de soi, s'imposer;to be obvious, to suggest itself;Dieser Verdacht liegt nahe.;Ce soupçon s'impose.;This suspicion is an obvious one.
verbe;C1;;einleuchten;paraître évident, convaincre;to make sense, to be plausible;Das leuchtet mir nicht ein.;Cela ne me paraît pas évident.;That does not make sense to me.
verbe;C1;;befremden;déconcerter, choquer;to disconcert, to put off;Sein Ton befremdet mich.;Son ton me déconcerte.;His tone disconcerts me.
verbe;C1;;verwundern;étonner;to surprise, to astonish;Das Ergebnis verwundert kaum jemanden.;Le résultat n'étonne presque personne.;The result surprises hardly anyone.
verbe;C1;;verblüffen;stupéfier, épater;to amaze, to astound;Die einfache Lösung verblüfft alle.;La solution simple stupéfie tout le monde.;The simple solution amazes everyone.
verbe;C1;;bestürzen;consterner, bouleverser;to dismay, to shock;Die Nachricht bestürzt die ganze Belegschaft.;La nouvelle consterne tout le personnel.;The news dismays the entire workforce.
verbe;C1;;aufwühlen;remuer, bouleverser;to stir up, to unsettle deeply;Der Film wühlt auf und tröstet nicht.;Le film remue et ne console pas.;The film stirs you up and offers no comfort.
verbe;C1;;beschwichtigen;apaiser, calmer les esprits;to placate, to appease;Die Leitung versucht zu beschwichtigen.;La direction tente d'apaiser.;The management is trying to placate.
verbe;C1;;besänftigen;adoucir, calmer;to soothe, to mollify;Ein Wort genügt, um ihn zu besänftigen.;Un mot suffit à le calmer.;One word is enough to mollify him.
verbe;C1;;aufmuntern;remonter le moral;to cheer up;Ein Anruf muntert manchmal mehr auf als ein Rat.;Un appel remonte parfois plus le moral qu'un conseil.;A phone call sometimes cheers you up more than advice.
verbe;C1;;zerstreuen;"dissiper (des doutes) ; distraire";"to dispel; to divert";Der Blick in die Akte zerstreut jeden Zweifel.;Un coup d'œil au dossier dissipe tout doute.;A look at the file dispels every doubt.
verbe;C1;;mitwirken;participer, collaborer;to take part, to contribute;An dem Band wirken zwölf Autoren mit.;Douze auteurs collaborent à ce volume.;Twelve authors contribute to the volume.
verbe;C1;;mitgestalten;contribuer à façonner;to help shape;Die Schüler gestalten den Raum mit.;Les élèves contribuent à aménager la salle.;The pupils help shape the room.
verbe;C1;;mitreden;avoir voix au chapitre;to have a say;Bei dieser Frage wollen alle mitreden.;Sur cette question, tous veulent avoir voix au chapitre.;On this question everyone wants a say.
verbe;C1;;mitbestimmen;codécider, participer aux décisions;to have a say in, to co-determine;Der Betriebsrat bestimmt bei Einstellungen mit.;Le comité d'entreprise codécide des embauches.;The works council has a say in hiring.
verbe;C1;;betrauen;charger de, confier une mission;to entrust with;Man betraut sie mit der Leitung.;On lui confie la direction.;She is being entrusted with the leadership.
verbe;C1;;abstellen;"détacher (du personnel) ; arrêter";"to second; to switch off";Man stellt zwei Leute für das Projekt ab.;On détache deux personnes pour le projet.;Two people are being seconded to the project.
verbe;C1;;bereitstellen;mettre à disposition;to provide, to make available;Das Land stellt die Mittel bereit.;Le Land met les moyens à disposition.;The state provides the funds.
verbe;C1;;zuweisen;attribuer, assigner;to allocate, to assign;Die Schule weist jedem Kind einen Platz zu.;L'école attribue une place à chaque enfant.;The school allocates a place to every child.
